"UserID"	"WindowID"	"Split"	"ApplicationDate"	"JobID"
1177760	"1"	"Train"	2012-04-01 00:00:30	962138
1177760	"1"	"Train"	2012-04-01 00:01:09	1074108
669332	"1"	"Train"	2012-04-01 00:01:51	585423
1177760	"1"	"Train"	2012-04-01 00:03:19	576761
535274	"2"	"Test"	2012-04-01 00:14:40	1044719
535274	"2"	"Test"	2012-04-01 00:14:41	159731
535274	"2"	"Test"	2012-04-01 00:14:41	411690
535274	"2"	"Test"	2012-04-01 00:14:42	692195
447922	"1"	"Test"	2012-04-01 00:15:04	612841
447922	"1"	"Test"	2012-04-01 00:15:04	979636
447922	"1"	"Test"	2012-04-01 00:15:06	753970
447922	"1"	"Test"	2012-04-01 00:15:07	657531
447922	"1"	"Test"	2012-04-01 00:15:07	450127
447922	"1"	"Test"	2012-04-01 00:15:08	930020
447922	"1"	"Test"	2012-04-01 00:15:08	1036252
447922	"1"	"Test"	2012-04-01 00:15:08	462484
447922	"1"	"Test"	2012-04-01 00:15:11	837395
499246	"1"	"Train"	2012-04-01 00:16:04	579202
447922	"1"	"Test"	2012-04-01 00:21:12	900177
447922	"1"	"Test"	2012-04-01 00:21:12	973167
780275	"1"	"Train"	2012-04-01 00:24:45	1039340
780275	"1"	"Train"	2012-04-01 00:25:59	222969
780275	"1"	"Train"	2012-04-01 00:26:00	282677
780275	"1"	"Train"	2012-04-01 00:26:00	921527
780275	"1"	"Train"	2012-04-01 00:26:01	326548
780275	"1"	"Train"	2012-04-01 00:26:02	222970
780275	"1"	"Train"	2012-04-01 00:26:02	799474
780275	"1"	"Train"	2012-04-01 00:26:02	28749
1059986	"1"	"Train"	2012-04-01 00:32:57	169486
1059986	"1"	"Train"	2012-04-01 00:34:17	534887
115981	"1"	"Train"	2012-04-01 00:35:08	300005
1059986	"1"	"Train"	2012-04-01 00:37:05	614256
366381	"1"	"Train"	2012-04-01 00:38:33	1099584
366381	"1"	"Train"	2012-04-01 00:38:52	313431
1097621	"1"	"Test"	2012-04-01 00:39:12	343440
1059986	"1"	"Train"	2012-04-01 00:39:56	745277
115981	"1"	"Train"	2012-04-01 00:41:38	600058
115981	"1"	"Train"	2012-04-01 00:41:38	812336
115981	"1"	"Train"	2012-04-01 00:41:38	528935
115981	"1"	"Train"	2012-04-01 00:41:38	635058
115981	"1"	"Train"	2012-04-01 00:41:38	807138
115981	"1"	"Train"	2012-04-01 00:41:38	773410
115981	"1"	"Train"	2012-04-01 00:41:38	654538
115981	"1"	"Train"	2012-04-01 00:41:38	1113088
115981	"1"	"Train"	2012-04-01 00:41:39	796968
115981	"1"	"Train"	2012-04-01 00:41:39	491965
115981	"1"	"Train"	2012-04-01 00:41:39	796971
115981	"1"	"Train"	2012-04-01 00:41:39	497065
115981	"1"	"Train"	2012-04-01 00:41:39	552885
115981	"1"	"Train"	2012-04-01 00:41:39	627377
115981	"1"	"Train"	2012-04-01 00:41:40	196603
115981	"1"	"Train"	2012-04-01 00:41:41	497067
115981	"1"	"Train"	2012-04-01 00:41:41	280275
115981	"1"	"Train"	2012-04-01 00:41:41	548073
115981	"1"	"Train"	2012-04-01 00:41:41	871066
115981	"1"	"Train"	2012-04-01 00:41:42	900034
115981	"1"	"Train"	2012-04-01 00:41:42	196602
115981	"1"	"Train"	2012-04-01 00:41:43	488127
115981	"1"	"Train"	2012-04-01 00:41:43	199459
115981	"1"	"Train"	2012-04-01 00:41:43	646921
115981	"1"	"Train"	2012-04-01 00:41:44	497066
115981	"1"	"Train"	2012-04-01 00:41:44	747584
115981	"1"	"Train"	2012-04-01 00:41:44	862101
115981	"1"	"Train"	2012-04-01 00:41:44	1058891
115981	"1"	"Train"	2012-04-01 00:41:44	796970
115981	"1"	"Train"	2012-04-01 00:41:44	552884
115981	"1"	"Train"	2012-04-01 00:41:44	572840
115981	"1"	"Train"	2012-04-01 00:41:44	1091388
115981	"1"	"Train"	2012-04-01 00:41:45	18
115981	"1"	"Train"	2012-04-01 00:41:45	300020
115981	"1"	"Train"	2012-04-01 00:41:45	900015
115981	"1"	"Train"	2012-04-01 00:41:46	640492
115981	"1"	"Train"	2012-04-01 00:41:46	300036
115981	"1"	"Train"	2012-04-01 00:41:46	957
115981	"1"	"Train"	2012-04-01 00:41:46	46
115981	"1"	"Train"	2012-04-01 00:41:46	300018
115981	"1"	"Train"	2012-04-01 00:41:46	28139
115981	"1"	"Train"	2012-04-01 00:41:46	802921
115981	"1"	"Train"	2012-04-01 00:41:47	273293
115981	"1"	"Train"	2012-04-01 00:41:47	600045
115981	"1"	"Train"	2012-04-01 00:41:47	895774
115981	"1"	"Train"	2012-04-01 00:41:47	849877
115981	"1"	"Train"	2012-04-01 00:41:47	635380
115981	"1"	"Train"	2012-04-01 00:41:47	537959
115981	"1"	"Train"	2012-04-01 00:41:48	600033
115981	"1"	"Train"	2012-04-01 00:41:48	855139
115981	"1"	"Train"	2012-04-01 00:41:48	1042647
115981	"1"	"Train"	2012-04-01 00:41:49	925537
115981	"1"	"Train"	2012-04-01 00:41:49	283949
115981	"1"	"Train"	2012-04-01 00:41:49	464549
115981	"1"	"Train"	2012-04-01 00:41:49	939826
115981	"1"	"Train"	2012-04-01 00:41:49	554860
115981	"1"	"Train"	2012-04-01 00:41:49	25820
115981	"1"	"Train"	2012-04-01 00:41:49	600011
115981	"1"	"Train"	2012-04-01 00:41:50	1042648
115981	"1"	"Train"	2012-04-01 00:41:50	146817
115981	"1"	"Train"	2012-04-01 00:41:50	142709
115981	"1"	"Train"	2012-04-01 00:41:50	812338
115981	"1"	"Train"	2012-04-01 00:41:51	35071
115981	"1"	"Train"	2012-04-01 00:41:51	879373
115981	"1"	"Train"	2012-04-01 00:41:51	196857
366381	"1"	"Train"	2012-04-01 00:44:34	254676
1059986	"1"	"Train"	2012-04-01 00:44:35	638574
366381	"1"	"Train"	2012-04-01 00:45:22	561277
712453	"2"	"Train"	2012-04-01 00:45:55	274567
712453	"2"	"Train"	2012-04-01 00:46:49	31938
1059986	"1"	"Train"	2012-04-01 00:46:51	838626
851263	"2"	"Test"	2012-04-01 00:48:43	493484
851263	"2"	"Test"	2012-04-01 00:51:21	945027
1059986	"1"	"Train"	2012-04-01 00:51:58	788254
851263	"2"	"Test"	2012-04-01 00:52:23	945616
1059986	"1"	"Train"	2012-04-01 00:53:35	58177
851263	"2"	"Test"	2012-04-01 00:54:03	192184
851263	"2"	"Test"	2012-04-01 00:56:44	881894
851263	"2"	"Test"	2012-04-01 00:58:36	563853
851263	"2"	"Test"	2012-04-01 00:59:40	24664
851263	"2"	"Test"	2012-04-01 00:59:51	396707
851263	"2"	"Test"	2012-04-01 01:00:18	809819
111373	"2"	"Test"	2012-04-01 01:01:20	1072620
1059986	"1"	"Train"	2012-04-01 01:01:55	865787
851263	"2"	"Test"	2012-04-01 01:01:58	61375
237645	"2"	"Train"	2012-04-01 01:05:00	1061628
1059986	"1"	"Train"	2012-04-01 01:06:09	873356
851263	"2"	"Test"	2012-04-01 01:13:44	489692
321953	"1"	"Test"	2012-04-01 01:17:10	246611
197266	"1"	"Test"	2012-04-01 01:19:15	162023
851263	"2"	"Test"	2012-04-01 01:20:11	771856
492742	"1"	"Train"	2012-04-01 01:29:43	923033
851263	"2"	"Test"	2012-04-01 01:35:30	163288
492742	"1"	"Train"	2012-04-01 01:36:39	973596
851263	"2"	"Test"	2012-04-01 01:37:05	1103750
788739	"1"	"Train"	2012-04-01 01:38:36	800801
851263	"2"	"Test"	2012-04-01 01:39:27	74773
1434119	"2"	"Train"	2012-04-01 01:57:34	956762
492742	"1"	"Train"	2012-04-01 01:58:24	1086604
996471	"1"	"Test"	2012-04-01 02:03:19	311648
996471	"1"	"Test"	2012-04-01 02:05:39	802673
537095	"1"	"Train"	2012-04-01 02:06:39	1071208
996471	"1"	"Test"	2012-04-01 02:07:29	459916
1448156	"1"	"Test"	2012-04-01 02:09:18	282316
996471	"1"	"Test"	2012-04-01 02:12:04	974303
1448156	"1"	"Test"	2012-04-01 02:12:45	889499
1448156	"1"	"Test"	2012-04-01 02:12:45	198213
1448156	"1"	"Test"	2012-04-01 02:12:45	919389
1448156	"1"	"Test"	2012-04-01 02:12:45	900542
1448156	"1"	"Test"	2012-04-01 02:12:45	300974
1448156	"1"	"Test"	2012-04-01 02:12:45	554509
1448156	"1"	"Test"	2012-04-01 02:12:46	1053254
